num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,flight_period
1,Internet,RoundTrip,46,5,11,Sat,KCHTPE,Taiwan,No,No,Yes,4.67,No,Morning
2,Internet,RoundTrip,41,5,15,Sun,KCHTPE,Malaysia,No,No,Yes,4.67,No,Afternoon
1,Internet,RoundTrip,51,5,2,Mon,KCHTPE,Taiwan,Yes,No,No,4.67,No,Night
2,Internet,RoundTrip,124,5,2,Thu,KCHTPE,Taiwan,Yes,No,Yes,4.67,No,Night
1,Internet,RoundTrip,56,5,4,Sat,KCHTPE,Taiwan,Yes,No,No,4.67,No,Night
2,Internet,RoundTrip,50,5,15,Sat,KCHTPE,Malaysia,Yes,No,No,4.67,No,Afternoon
2,Internet,RoundTrip,154,5,9,Tue,KCHTPE,Malaysia,No,No,Yes,4.67,No,Morning
1,Mobile,RoundTrip,45,5,10,Sat,KCHTPE,Malaysia,Yes,Yes,Yes,4.67,No,Morning
1,Internet,RoundTrip,307,5,5,Sun,KCHTPE,Malaysia,Yes,Yes,No,4.67,Yes,Morning
2,Mobile,RoundTrip,228,5,1,Tue,KCHTPE,Malaysia,Yes,Yes,Yes,4.67,No,Night
4,Internet,RoundTrip,416,5,4,Mon,KCHTPE,Malaysia,Yes,No,Yes,4.67,No,Night
1,Internet,RoundTrip,381,5,14,Mon,KCHWUH,Malaysia,Yes,Yes,Yes,5.13,No,Afternoon
1,Internet,RoundTrip,14,5,3,Sat,KCHWUH,Malaysia,Yes,No,No,5.13,Yes,Night
2,Mobile,RoundTrip,62,5,9,Thu,KCHXIY,Malaysia,No,No,Yes,5,No,Morning
2,Mobile,RoundTrip,57,5,0,Thu,KCHXIY,Malaysia,Yes,No,Yes,5,Yes,Night
1,Mobile,RoundTrip,53,5,0,Sat,KHHMEL,Taiwan,Yes,No,No,8.83,No,Night
1,Mobile,RoundTrip,42,5,2,Tue,KHHMEL,Australia,No,No,No,8.83,No,Night
1,Internet,RoundTrip,28,5,13,Sun,KHHPER,Taiwan,Yes,Yes,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,9,5,10,Tue,KIXKNO,Indonesia,Yes,No,No,7,No,Morning
2,Internet,RoundTrip,42,5,18,Mon,KIXKNO,Indonesia,Yes,No,No,7,No,Evening
2,Internet,RoundTrip,357,5,4,Mon,KIXKNO,Indonesia,No,No,No,7,No,Night
2,Internet,RoundTrip,232,5,14,Tue,KIXLBU,Malaysia,Yes,Yes,No,7,No,Afternoon
2,Mobile,RoundTrip,88,5,5,Wed,KIXLGK,Japan,No,No,Yes,7,No,Morning
1,Internet,RoundTrip,102,5,8,Sat,KIXLGK,Japan,No,No,No,7,No,Morning
2,Internet,RoundTrip,172,5,2,Mon,KIXLGK,Japan,Yes,No,No,7,No,Night
1,Internet,RoundTrip,202,5,23,Thu,KIXLGK,Japan,No,No,No,7,No,Night
1,Internet,RoundTrip,136,5,0,Sun,KIXLGK,Japan,Yes,No,No,7,No,Night
1,Internet,RoundTrip,47,5,12,Fri,KIXLGK,Japan,No,No,Yes,7,No,Afternoon
1,Internet,RoundTrip,52,5,9,Tue,KIXLGK,Japan,No,No,No,7,No,Morning
1,Internet,RoundTrip,295,5,23,Sun,KIXLGK,Japan,No,No,No,7,No,Night
4,Internet,RoundTrip,130,5,13,Wed,KIXLGK,Japan,No,Yes,No,7,No,Afternoon
1,Internet,RoundTrip,193,5,7,Sun,KIXLGK,Japan,Yes,Yes,Yes,7,No,Morning
2,Internet,RoundTrip,68,5,6,Thu,KIXLGK,India,Yes,Yes,Yes,7,No,Morning
1,Internet,RoundTrip,83,5,13,Thu,KIXLGK,Japan,No,No,Yes,7,Yes,Afternoon
4,Internet,RoundTrip,270,5,5,Sat,KIXLGK,Japan,Yes,Yes,Yes,7,No,Morning
3,Mobile,RoundTrip,242,5,4,Sun,KIXLGK,Japan,Yes,No,Yes,7,No,Night
1,Internet,RoundTrip,16,5,1,Wed,KIXLOP,Japan,Yes,Yes,No,7,No,Night
2,Internet,RoundTrip,7,5,4,Mon,KIXLOP,Japan,No,No,Yes,7,No,Night
3,Internet,RoundTrip,124,5,0,Sat,KIXLOP,Japan,Yes,Yes,No,7,No,Night
1,Internet,RoundTrip,76,5,2,Sat,KIXLOP,Japan,No,No,No,7,No,Night
1,Internet,RoundTrip,128,5,5,Wed,KIXLOP,Japan,No,Yes,Yes,7,No,Morning
1,Internet,RoundTrip,17,5,15,Thu,KIXLOP,Canada,No,No,No,7,No,Afternoon
2,Mobile,RoundTrip,109,5,23,Fri,KIXLPQ,Japan,Yes,Yes,Yes,7,No,Night
4,Internet,RoundTrip,65,5,2,Tue,KIXMAA,Japan,Yes,No,Yes,7,No,Night
1,Internet,OneWay,9,5,1,Tue,KIXMEL,Japan,Yes,No,No,8.83,No,Night
2,Internet,RoundTrip,10,5,12,Wed,KIXMEL,Australia,No,No,No,8.83,No,Afternoon
1,Internet,RoundTrip,126,5,3,Thu,KIXMEL,Australia,Yes,No,No,8.83,No,Night
2,Internet,RoundTrip,14,5,4,Tue,KIXMEL,Australia,No,No,No,8.83,No,Night
1,Internet,RoundTrip,1,5,23,Wed,KIXMEL,Australia,Yes,No,No,8.83,No,Night
1,Internet,RoundTrip,19,5,12,Sun,KIXMEL,Japan,Yes,No,No,8.83,No,Afternoon
2,Internet,CircleTrip,38,5,12,Thu,KIXMEL,Australia,Yes,No,No,8.83,No,Afternoon
2,Internet,RoundTrip,307,5,14,Sun,KIXMEL,Japan,No,No,No,8.83,Yes,Afternoon
2,Internet,RoundTrip,208,5,13,Wed,KIXMLE,Japan,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,421,5,13,Mon,KIXMLE,Japan,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,35,5,8,Thu,KIXMLE,Japan,Yes,No,No,7,No,Morning
4,Mobile,RoundTrip,256,5,13,Sun,KIXMLE,Japan,Yes,No,No,7,No,Afternoon
3,Mobile,RoundTrip,214,5,8,Sun,KIXMLE,Japan,Yes,No,No,7,No,Morning
1,Internet,RoundTrip,72,5,11,Tue,KIXMLE,Japan,Yes,No,Yes,7,Yes,Morning
2,Internet,RoundTrip,11,5,4,Tue,KIXMLE,United States,Yes,No,Yes,7,No,Night
2,Internet,RoundTrip,124,5,20,Sat,KIXMLE,Japan,Yes,No,No,7,No,Evening
4,Mobile,RoundTrip,64,5,15,Mon,KIXMLE,Japan,No,No,No,7,No,Afternoon
2,Internet,RoundTrip,169,5,14,Wed,KIXMLE,Japan,Yes,No,Yes,7,No,Afternoon
2,Internet,RoundTrip,121,5,18,Sat,KIXMLE,Japan,No,Yes,Yes,7,No,Evening
2,Internet,RoundTrip,49,5,10,Mon,KIXMLE,Japan,Yes,Yes,No,7,No,Morning
2,Mobile,RoundTrip,32,5,13,Mon,KIXMYY,Malaysia,No,No,No,7,Yes,Afternoon
1,Internet,RoundTrip,229,5,23,Sun,KIXMYY,Malaysia,Yes,Yes,No,7,Yes,Night
1,Internet,RoundTrip,226,5,23,Wed,KIXMYY,Malaysia,Yes,Yes,No,7,Yes,Night
3,Internet,RoundTrip,66,5,12,Thu,KIXMYY,India,No,No,No,7,Yes,Afternoon
2,Internet,RoundTrip,88,5,2,Tue,KIXMYY,Japan,Yes,No,No,7,No,Night
1,Internet,RoundTrip,69,5,2,Fri,KIXMYY,Malaysia,No,Yes,No,7,No,Night
1,Internet,RoundTrip,138,5,6,Sat,KIXOOL,Japan,No,No,No,8.83,No,Morning
2,Internet,RoundTrip,57,5,10,Wed,KIXOOL,Australia,No,Yes,Yes,8.83,No,Morning
2,Internet,RoundTrip,58,5,14,Sun,KIXOOL,Japan,No,No,No,8.83,No,Afternoon
1,Internet,RoundTrip,21,5,6,Tue,KIXPEN,Malaysia,Yes,No,No,7,Yes,Morning
1,Internet,RoundTrip,11,5,6,Thu,KIXPEN,Japan,Yes,No,No,7,Yes,Morning
1,Internet,RoundTrip,174,5,5,Mon,KIXPEN,Japan,No,No,No,7,No,Morning
1,Internet,RoundTrip,20,5,3,Mon,KIXPEN,Malaysia,Yes,Yes,Yes,7,Yes,Night
2,Internet,RoundTrip,125,5,12,Thu,KIXPEN,Japan,No,Yes,Yes,7,No,Afternoon
1,Internet,RoundTrip,215,5,22,Fri,KIXPEN,Malaysia,Yes,No,No,7,Yes,Night
2,Internet,RoundTrip,6,5,11,Thu,KIXPEN,Thailand,Yes,Yes,No,7,No,Morning
1,Internet,RoundTrip,200,5,7,Sat,KIXPEN,Malaysia,No,No,Yes,7,No,Morning
3,Internet,RoundTrip,65,5,12,Wed,KIXPEN,Malaysia,Yes,No,No,7,No,Afternoon
1,Internet,RoundTrip,100,5,14,Mon,KIXPEN,Malaysia,Yes,No,No,7,Yes,Afternoon
2,Internet,RoundTrip,322,5,0,Mon,KIXPEN,Malaysia,Yes,Yes,Yes,7,No,Night
1,Internet,RoundTrip,46,5,15,Thu,KIXPEN,Malaysia,Yes,Yes,Yes,7,Yes,Afternoon
1,Internet,RoundTrip,2,5,7,Thu,KIXPEN,Malaysia,Yes,No,Yes,7,No,Morning
4,Internet,RoundTrip,39,5,9,Wed,KIXPEN,Malaysia,Yes,No,Yes,7,Yes,Morning
2,Internet,RoundTrip,133,5,0,Mon,KIXPEN,Malaysia,No,No,No,7,Yes,Night
2,Internet,RoundTrip,6,5,8,Tue,KIXPEN,Malaysia,No,Yes,No,7,Yes,Morning
1,Internet,RoundTrip,54,5,11,Fri,KIXPEN,Japan,Yes,No,Yes,7,No,Morning
3,Internet,RoundTrip,111,5,6,Thu,KIXPEN,Malaysia,Yes,No,Yes,7,Yes,Morning
2,Internet,RoundTrip,40,5,13,Thu,KIXPEN,Malaysia,Yes,No,No,7,Yes,Afternoon
1,Internet,RoundTrip,2,5,5,Sat,KIXPEN,Japan,Yes,Yes,Yes,7,No,Morning
1,Internet,RoundTrip,110,5,14,Fri,KIXPEN,Japan,Yes,No,No,7,No,Afternoon
2,Mobile,RoundTrip,58,5,3,Sat,KIXPEN,Malaysia,Yes,Yes,Yes,7,No,Night
1,Internet,RoundTrip,126,5,16,Thu,KIXPEN,Japan,No,No,No,7,Yes,Afternoon
1,Mobile,RoundTrip,24,5,3,Tue,KIXPEN,Japan,No,No,Yes,7,No,Night
1,Internet,RoundTrip,107,5,16,Mon,KIXPEN,Malaysia,Yes,Yes,No,7,Yes,Afternoon
1,Mobile,RoundTrip,29,5,2,Sat,KIXPEN,Japan,Yes,Yes,Yes,7,No,Night
3,Internet,RoundTrip,223,5,22,Sun,KIXPEN,Malaysia,Yes,No,Yes,7,No,Night
1,Mobile,RoundTrip,29,5,2,Sat,KIXPEN,Japan,Yes,Yes,Yes,7,No,Night
1,Internet,RoundTrip,3,5,8,Tue,KIXPEN,Japan,Yes,No,No,7,No,Morning
1,Internet,RoundTrip,23,5,16,Mon,KIXPEN,Malaysia,No,Yes,Yes,7,Yes,Afternoon
1,Internet,RoundTrip,34,5,4,Tue,KIXPEN,Japan,Yes,No,Yes,7,No,Night
1,Internet,RoundTrip,101,5,2,Mon,KIXPEN,Malaysia,No,No,No,7,No,Night
2,Internet,RoundTrip,262,5,15,Mon,KIXPEN,Malaysia,Yes,No,Yes,7,Yes,Afternoon
4,Internet,RoundTrip,32,5,14,Mon,KIXPEN,Malaysia,Yes,Yes,No,7,No,Afternoon
1,Internet,RoundTrip,56,5,14,Thu,KIXPER,Japan,No,No,No,7,No,Afternoon
3,Internet,RoundTrip,20,5,21,Wed,KIXPER,Australia,Yes,No,No,7,No,Night
1,Internet,RoundTrip,9,5,5,Mon,KIXPER,Australia,Yes,Yes,Yes,7,Yes,Morning
2,Internet,RoundTrip,84,5,8,Tue,KIXPER,Australia,No,Yes,No,7,No,Morning
2,Internet,RoundTrip,110,5,5,Sun,KIXPER,Japan,No,No,No,7,No,Morning
1,Internet,RoundTrip,2,5,4,Mon,KIXPER,Australia,Yes,Yes,No,7,No,Night
1,Internet,RoundTrip,6,5,12,Mon,KIXPER,Japan,Yes,Yes,Yes,7,Yes,Afternoon
2,Internet,RoundTrip,161,5,16,Sat,KIXPER,Japan,Yes,No,Yes,7,No,Afternoon
1,Internet,RoundTrip,11,5,2,Thu,KIXPER,Australia,No,No,No,7,No,Night
1,Internet,OneWay,104,5,2,Sat,KIXPER,Japan,No,No,No,7,No,Night
1,Internet,RoundTrip,37,5,15,Tue,KIXPER,Taiwan,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,173,5,13,Sun,KIXPER,Australia,Yes,No,Yes,7,No,Afternoon
1,Internet,RoundTrip,19,5,3,Wed,KIXPER,Japan,No,No,No,7,No,Night
1,Internet,RoundTrip,35,5,23,Thu,KIXPER,Japan,Yes,No,No,7,No,Night
1,Internet,RoundTrip,21,5,6,Mon,KIXPNH,Japan,Yes,Yes,Yes,7,No,Morning
1,Internet,RoundTrip,8,5,14,Fri,KIXPNH,Japan,No,No,Yes,7,No,Afternoon
1,Internet,RoundTrip,0,5,6,Tue,KIXPNH,Cambodia,Yes,Yes,No,7,Yes,Morning
1,Internet,RoundTrip,39,5,6,Wed,KIXPNH,Japan,No,No,No,7,No,Morning
2,Internet,RoundTrip,45,5,11,Fri,KIXREP,Japan,No,No,No,7,No,Morning
1,Internet,RoundTrip,40,5,21,Fri,KIXREP,Japan,No,No,No,7,No,Night
3,Internet,RoundTrip,234,5,13,Sun,KIXREP,Japan,No,No,Yes,7,No,Afternoon
3,Internet,RoundTrip,76,5,8,Sun,KIXREP,Cambodia,Yes,No,No,7,Yes,Morning
1,Internet,RoundTrip,21,5,2,Wed,KIXREP,Japan,No,No,No,7,No,Night
1,Internet,RoundTrip,237,5,16,Sun,KIXREP,Japan,No,Yes,No,7,Yes,Afternoon
2,Internet,RoundTrip,26,5,12,Wed,KIXREP,Cambodia,Yes,No,No,7,No,Afternoon
2,Internet,RoundTrip,17,5,20,Fri,KIXREP,Japan,No,No,No,7,No,Evening
1,Internet,RoundTrip,48,5,8,Tue,KIXREP,Japan,No,No,No,7,No,Morning
1,Internet,RoundTrip,43,5,13,Thu,KIXREP,Japan,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,96,5,11,Wed,KIXREP,Japan,No,No,No,7,No,Morning
1,Internet,RoundTrip,85,5,10,Tue,KIXREP,Japan,No,No,No,7,No,Morning
1,Internet,RoundTrip,130,5,12,Sat,KIXREP,Japan,Yes,No,Yes,7,No,Afternoon
1,Internet,RoundTrip,64,5,14,Sat,KIXREP,Japan,No,No,No,7,No,Afternoon
2,Internet,RoundTrip,44,5,14,Mon,KIXREP,Japan,No,No,No,7,No,Afternoon
2,Internet,RoundTrip,47,5,13,Tue,KIXREP,Japan,Yes,Yes,Yes,7,No,Afternoon
1,Internet,RoundTrip,62,5,23,Thu,KIXRGN,Japan,Yes,Yes,No,7,No,Night
1,Internet,RoundTrip,23,5,6,Tue,KIXRGN,Japan,No,No,No,7,No,Morning
1,Internet,RoundTrip,9,5,14,Tue,KIXRGN,Japan,No,No,No,7,Yes,Afternoon
1,Internet,RoundTrip,191,5,14,Fri,KIXRGN,Japan,No,No,Yes,7,No,Afternoon
1,Internet,RoundTrip,62,5,5,Tue,KIXRGN,Japan,Yes,Yes,No,7,No,Morning
1,Internet,RoundTrip,44,5,14,Mon,KIXRGN,Japan,Yes,No,No,7,No,Afternoon
1,Internet,RoundTrip,55,5,14,Sun,KIXRGN,Japan,Yes,No,Yes,7,No,Afternoon
1,Mobile,RoundTrip,149,5,9,Thu,KIXRGN,Japan,No,Yes,Yes,7,No,Morning
1,Internet,RoundTrip,320,5,3,Sat,KIXRGN,Japan,No,No,No,7,No,Night
1,Internet,RoundTrip,280,5,11,Wed,KIXRGN,Japan,No,No,No,7,No,Morning
1,Internet,RoundTrip,53,5,13,Sat,KIXSBW,Malaysia,No,No,Yes,7,No,Afternoon
2,Internet,RoundTrip,254,5,2,Mon,KIXSBW,Malaysia,Yes,No,No,7,No,Night
1,Internet,RoundTrip,254,5,1,Mon,KIXSBW,Malaysia,Yes,No,No,7,No,Night
1,Internet,RoundTrip,12,5,4,Wed,KIXSBW,Malaysia,Yes,Yes,No,7,No,Night
2,Internet,RoundTrip,47,5,7,Thu,KIXSGN,Japan,No,No,Yes,7,No,Morning
1,Internet,RoundTrip,69,5,12,Fri,KIXSGN,Japan,No,No,Yes,7,No,Afternoon
1,Mobile,RoundTrip,22,5,0,Sun,KIXSGN,Japan,Yes,Yes,Yes,7,No,Night
2,Mobile,RoundTrip,39,5,16,Sat,KIXSGN,Japan,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,33,5,6,Fri,KIXSGN,Japan,No,No,No,7,Yes,Morning
1,Internet,RoundTrip,14,5,14,Wed,KIXSGN,Vietnam,No,No,No,7,No,Afternoon
2,Internet,RoundTrip,38,5,14,Wed,KIXSGN,Japan,No,No,No,7,No,Afternoon
1,Mobile,RoundTrip,5,5,4,Thu,KIXSGN,Japan,No,No,No,7,No,Night
1,Internet,RoundTrip,128,5,14,Wed,KIXSGN,Japan,No,No,Yes,7,Yes,Afternoon
5,Internet,RoundTrip,155,5,6,Fri,KIXSGN,United States,Yes,No,No,7,No,Morning
2,Internet,RoundTrip,7,5,8,Mon,KIXSGN,Japan,Yes,No,No,7,No,Morning
2,Internet,RoundTrip,287,5,1,Sun,KIXSGN,Australia,No,No,No,7,No,Night
2,Mobile,RoundTrip,37,5,8,Tue,KIXSGN,Japan,No,No,Yes,7,No,Morning
2,Internet,RoundTrip,310,5,16,Wed,KIXSGN,Japan,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,23,5,1,Sat,KIXSGN,Japan,No,No,No,7,No,Night
1,Internet,RoundTrip,14,5,22,Fri,KIXSGN,Vietnam,Yes,Yes,Yes,7,No,Night
2,Internet,RoundTrip,87,5,19,Wed,KIXSGN,United States,No,No,No,7,Yes,Evening
2,Internet,RoundTrip,71,5,15,Thu,KIXSGN,Japan,No,No,Yes,7,No,Afternoon
4,Internet,RoundTrip,46,5,11,Mon,KIXSGN,Japan,Yes,Yes,No,7,No,Morning
1,Internet,RoundTrip,152,5,4,Sat,KIXSIN,Japan,No,Yes,No,7,No,Night
1,Internet,RoundTrip,131,5,16,Mon,KIXSIN,Singapore,Yes,Yes,No,7,No,Afternoon
1,Internet,RoundTrip,226,5,13,Mon,KIXSIN,Malaysia,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,7,5,17,Wed,KIXSIN,Singapore,Yes,No,Yes,7,Yes,Evening
3,Internet,RoundTrip,11,5,14,Thu,KIXSIN,Singapore,Yes,No,No,7,Yes,Afternoon
2,Internet,RoundTrip,22,5,15,Wed,KIXSIN,Singapore,No,Yes,No,7,No,Afternoon
1,Internet,RoundTrip,37,5,6,Sun,KIXSIN,Singapore,No,No,No,7,Yes,Morning
1,Mobile,RoundTrip,62,5,15,Sun,KIXSIN,Singapore,Yes,Yes,Yes,7,Yes,Afternoon
1,Mobile,RoundTrip,0,5,5,Sun,KIXSIN,Malaysia,Yes,No,No,7,No,Morning
1,Mobile,RoundTrip,2,5,1,Wed,KIXSIN,Singapore,Yes,No,No,7,Yes,Night
1,Internet,RoundTrip,23,5,15,Wed,KIXSIN,Singapore,No,No,No,7,No,Afternoon
2,Internet,RoundTrip,220,5,4,Wed,KIXSIN,Singapore,Yes,Yes,Yes,7,Yes,Night
1,Internet,RoundTrip,56,5,15,Mon,KIXSIN,Japan,Yes,No,Yes,7,No,Afternoon
1,Internet,RoundTrip,63,5,15,Thu,KIXSIN,Japan,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,11,5,0,Wed,KIXSIN,Singapore,No,Yes,No,7,No,Night
3,Internet,RoundTrip,16,5,10,Sun,KIXSIN,Japan,No,Yes,Yes,7,No,Morning
2,Internet,RoundTrip,54,5,10,Fri,KIXSIN,Japan,No,No,No,7,No,Morning
2,Internet,RoundTrip,69,5,13,Wed,KIXSIN,Japan,Yes,No,Yes,7,No,Afternoon
1,Mobile,RoundTrip,53,5,3,Sat,KIXSIN,Singapore,No,Yes,Yes,7,Yes,Night
4,Mobile,RoundTrip,96,5,11,Sat,KIXSIN,Singapore,No,Yes,No,7,No,Morning
1,Internet,RoundTrip,20,5,0,Tue,KIXSIN,Japan,Yes,No,No,7,No,Night
1,Mobile,RoundTrip,66,5,1,Sun,KIXSIN,Singapore,No,Yes,No,7,No,Night
2,Internet,RoundTrip,0,5,7,Sat,KIXSIN,Japan,Yes,No,No,7,No,Morning
4,Internet,RoundTrip,133,5,15,Mon,KIXSIN,Japan,Yes,Yes,Yes,7,No,Afternoon
1,Internet,RoundTrip,2,5,16,Mon,KIXSIN,Singapore,Yes,No,No,7,No,Afternoon
1,Internet,RoundTrip,14,5,5,Tue,KIXSIN,Singapore,No,No,No,7,No,Morning
2,Internet,RoundTrip,312,5,13,Thu,KIXSIN,Japan,Yes,Yes,No,7,No,Afternoon
1,Mobile,RoundTrip,129,5,13,Sun,KIXSIN,Japan,No,No,No,7,No,Afternoon
1,Internet,OneWay,65,5,2,Tue,KIXSIN,Singapore,Yes,No,No,7,No,Night
1,Internet,RoundTrip,66,5,17,Mon,KIXSIN,Singapore,No,No,No,7,No,Evening
1,Internet,RoundTrip,46,5,15,Thu,KIXSIN,Singapore,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,50,5,8,Wed,KIXSIN,Japan,No,No,No,7,No,Morning
1,Internet,RoundTrip,39,5,16,Sat,KIXSIN,Malaysia,Yes,No,No,7,Yes,Afternoon
1,Mobile,RoundTrip,31,5,21,Wed,KIXSIN,Japan,No,No,No,7,No,Night
1,Internet,RoundTrip,62,5,16,Tue,KIXSIN,Singapore,Yes,No,No,7,No,Afternoon
1,Internet,RoundTrip,159,5,16,Thu,KIXSIN,Singapore,Yes,No,Yes,7,No,Afternoon
3,Internet,RoundTrip,65,5,11,Tue,KIXSIN,Japan,Yes,No,No,7,No,Morning
1,Internet,RoundTrip,240,5,4,Thu,KIXSIN,Singapore,No,No,Yes,7,No,Night
5,Internet,RoundTrip,28,5,11,Sun,KIXSIN,Singapore,Yes,Yes,Yes,7,Yes,Morning
1,Internet,RoundTrip,38,5,15,Sun,KIXSIN,Singapore,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,43,5,15,Wed,KIXSIN,Japan,No,No,Yes,7,No,Afternoon
2,Internet,RoundTrip,217,5,16,Mon,KIXSIN,Singapore,No,Yes,Yes,7,No,Afternoon
1,Mobile,RoundTrip,23,5,12,Fri,KIXSIN,Japan,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,4,5,13,Mon,KIXSIN,Japan,Yes,No,No,7,No,Afternoon
1,Internet,RoundTrip,2,5,4,Mon,KIXSIN,Singapore,No,No,No,7,Yes,Night
2,Internet,RoundTrip,80,5,3,Sun,KIXSIN,Japan,Yes,Yes,Yes,7,No,Night
5,Internet,RoundTrip,141,5,11,Tue,KIXSIN,Singapore,Yes,No,No,7,No,Morning
1,Internet,RoundTrip,23,5,14,Wed,KIXSIN,Singapore,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,57,5,6,Wed,KIXSIN,Japan,No,No,No,7,No,Morning
1,Internet,RoundTrip,4,5,17,Tue,KIXSIN,Japan,No,No,No,7,Yes,Evening
1,Internet,RoundTrip,14,5,7,Fri,KIXSIN,Japan,No,No,No,7,No,Morning
1,Internet,RoundTrip,1,5,16,Mon,KIXSIN,Singapore,Yes,Yes,Yes,7,No,Afternoon
1,Internet,RoundTrip,72,5,8,Sun,KIXSIN,Singapore,No,Yes,Yes,7,No,Morning
1,Internet,RoundTrip,78,5,5,Wed,KIXSIN,Singapore,No,No,No,7,No,Morning
2,Internet,RoundTrip,52,5,7,Wed,KIXSIN,Singapore,No,No,No,7,No,Morning
1,Internet,RoundTrip,87,5,4,Mon,KIXSIN,Singapore,Yes,No,No,7,No,Night
1,Internet,RoundTrip,65,5,8,Tue,KIXSIN,Singapore,No,No,No,7,Yes,Morning
1,Internet,RoundTrip,27,5,10,Sat,KIXSUB,Indonesia,Yes,Yes,Yes,7,No,Morning
1,Internet,RoundTrip,412,5,15,Wed,KIXSUB,Indonesia,No,No,Yes,7,No,Afternoon
3,Internet,RoundTrip,219,5,8,Sat,KIXSUB,Indonesia,No,No,No,7,No,Morning
2,Internet,RoundTrip,23,5,3,Sat,KIXSUB,Japan,Yes,Yes,Yes,7,No,Night
2,Internet,RoundTrip,232,5,3,Sun,KIXSUB,Indonesia,No,No,No,7,No,Night
1,Internet,RoundTrip,93,5,4,Mon,KIXSUB,Indonesia,Yes,Yes,Yes,7,Yes,Night
1,Internet,RoundTrip,154,5,14,Mon,KIXSUB,Indonesia,Yes,Yes,Yes,7,Yes,Afternoon
1,Mobile,RoundTrip,39,5,11,Sun,KIXSYD,Japan,No,No,No,8.58,No,Morning
1,Internet,RoundTrip,11,5,16,Sat,KIXSYD,Japan,No,Yes,No,8.58,Yes,Afternoon
3,Internet,RoundTrip,36,5,6,Wed,KIXSYD,Japan,Yes,No,No,8.58,Yes,Morning
3,Internet,RoundTrip,32,5,3,Sat,KIXTGG,Japan,No,No,No,7,No,Night
1,Internet,RoundTrip,35,5,12,Mon,KIXTGG,Malaysia,Yes,No,No,7,Yes,Afternoon
2,Internet,RoundTrip,132,5,5,Sun,KIXTWU,Malaysia,Yes,Yes,No,7,No,Morning
2,Internet,RoundTrip,84,5,12,Wed,KLOMEL,Australia,No,No,Yes,8.83,No,Afternoon
2,Internet,RoundTrip,73,5,11,Sun,KLOOOL,Australia,Yes,No,No,8.83,No,Morning
1,Internet,RoundTrip,101,5,16,Fri,KLOSYD,Australia,No,No,Yes,8.58,No,Afternoon
1,Internet,RoundTrip,131,5,12,Fri,KNOMEL,Australia,Yes,No,Yes,8.83,No,Afternoon
1,Internet,RoundTrip,30,5,12,Mon,KNOOOL,Australia,No,Yes,No,8.83,No,Afternoon
2,Internet,RoundTrip,26,5,10,Thu,KNOOOL,Australia,Yes,No,Yes,8.83,No,Morning
2,Internet,RoundTrip,63,5,22,Wed,KNOOOL,Australia,No,No,Yes,8.83,Yes,Night
3,Internet,RoundTrip,217,5,6,Wed,KNOPEK,Indonesia,Yes,No,No,6.42,No,Morning
3,Internet,RoundTrip,46,5,6,Fri,KNOPEK,Indonesia,Yes,No,Yes,6.42,Yes,Morning
2,Internet,RoundTrip,116,5,11,Sat,KNOPEK,Indonesia,Yes,No,No,6.42,Yes,Morning
3,Internet,RoundTrip,54,5,9,Sat,KNOPEK,China,No,No,Yes,6.42,No,Morning
6,Internet,RoundTrip,255,5,5,Sat,KNOPEK,Indonesia,Yes,No,No,6.42,No,Morning
1,Mobile,RoundTrip,245,5,8,Thu,KNOPEK,Indonesia,No,No,No,6.42,No,Morning
2,Internet,RoundTrip,295,5,3,Tue,KNOPEK,Indonesia,No,No,No,6.42,Yes,Night
3,Mobile,RoundTrip,212,5,4,Sun,KNOPEK,Indonesia,Yes,No,No,6.42,No,Night
2,Internet,RoundTrip,52,5,13,Tue,KNOPEK,China,No,Yes,No,6.42,No,Afternoon
5,Internet,RoundTrip,384,5,14,Wed,KNOPEK,Indonesia,Yes,No,No,6.42,No,Afternoon
1,Internet,RoundTrip,66,5,11,Fri,KNOPER,Australia,Yes,No,No,5.62,No,Morning
1,Mobile,RoundTrip,8,5,11,Thu,KNOPER,Australia,No,No,No,5.62,No,Morning
2,Internet,RoundTrip,9,5,14,Mon,KNOPER,Australia,Yes,Yes,Yes,5.62,No,Afternoon
1,Internet,RoundTrip,0,5,6,Wed,KNOPER,Australia,Yes,No,No,5.62,No,Morning
1,Internet,RoundTrip,1,5,4,Sat,KNOPER,Indonesia,No,Yes,Yes,5.62,No,Night
